Employee_Number,Age,Gender,Education,Education_Field,Environment_Satisfaction,Marital_Status,Num_Companies_Worked,Over_18,Work_Life_Balance,Total_Working_Years,Distance_from_Home,Employee_Count,Years_at_Company,Business_Travel,Department,Job_Involvement,Job_Level,Job_Role,Years_in_Current_Role,Years_since_Last_Promotion,Years_with_Curr_Manager,Daily_Rate,Hourly_Rate,Monthly_Rate,Over_Time,Percent_Salary_Hike,Standard_Hours,Stock_Option_Level,Job_Satisfaction,Performance_Rating,Satisfaction_with_Manager,Training_Times_Last_Year,Attrition,Monthly_Income
564,30,Female,2,Medical,3,Divorced,2,Y,3,8,10,1,5,Travel Rarely,Sales,3,2,Sales Executive,2,1,4,1079,86,20115,Yes,11,80,1,4,3,4,2,No,6583
776,48,Male,2,Medical,4,Divorced,9,Y,2,32,1,1,5,Travel Rarely,Research & Development,3,4,Research Director,4,1,3,1126,66,6615,No,22,80,1,4,4,3,1,No,17399
231,40,Male,3,Marketing,4,Single,1,Y,3,10,6,1,10,Travel Rarely,Sales,3,3,Sales Executive,8,8,7,918,35,15869,No,12,80,0,3,3,2,3,No,9241
5,30,Male,4,Marketing,1,Married,2,Y,3,10,16,1,1,Travel Rarely,Sales,3,3,Sales Executive,0,0,0,1079,70,19002,No,13,80,3,3,3,1,2,Yes,8161
23,39,Male,4,Life Sciences,3,Married,1,Y,2,22,1,1,22,Travel Frequently,Research & Development,2,4,Healthcare Representative,3,11,11,530,78,14115,No,22,80,1,2,4,4,3,No,13503
552,19,Male,1,Medical,3,Single,1,Y,3,2,5,1,2,Travel Rarely,Sales,3,1,Sales Representative,2,1,2,501,58,25479,Yes,11,80,0,1,3,4,6,No,2380
778,33,Male,3,Life Sciences,3,Married,1,Y,3,1,3,1,1,Non-Travel,Research & Development,2,1,Laboratory Technician,0,0,0,727,41,16900,No,18,80,2,3,3,3,3,No,1281
992,23,Male,1,Human Resources,4,Married,1,Y,3,1,22,1,1,Travel Rarely,Human Resources,1,1,Human Resources,0,0,0,240,58,11585,No,11,80,1,3,3,3,2,Yes,1555
1133,34,Female,4,Technical Degree,2,Married,1,Y,3,10,10,1,10,Travel Rarely,Sales,2,2,Sales Executive,9,1,7,1266,63,6060,Yes,13,80,1,3,3,1,4,No,5673
1016,43,Female,2,Other,4,Divorced,1,Y,3,10,2,1,10,Travel Rarely,Research & Development,2,2,Manufacturing Director,7,3,9,1329,59,5388,No,19,80,2,4,3,1,3,No,5770
326,39,Female,4,Medical,3,Married,2,Y,3,20,2,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,3,0,2,1194,98,12549,No,14,80,3,3,3,2,2,No,2001
138,45,Male,2,Life Sciences,4,Married,5,Y,3,25,15,1,4,Travel Rarely,Research & Development,3,5,Research Director,2,0,3,1450,52,10849,No,11,80,1,2,3,1,2,No,19081
110,43,Female,3,Marketing,1,Single,2,Y,3,26,2,1,24,Travel Rarely,Sales,1,5,Manager,10,1,11,1449,94,2493,Yes,16,80,0,2,3,1,2,Yes,18824
12,53,Male,4,Medical,3,Married,3,Y,3,17,18,1,8,Travel Frequently,Research & Development,3,2,Healthcare Representative,7,6,7,135,62,12992,Yes,14,80,2,2,3,4,3,No,6385
1273,43,Female,4,Medical,4,Divorced,3,Y,3,8,1,1,5,Travel Rarely,Research & Development,3,1,Laboratory Technician,3,0,2,974,91,11005,No,14,80,2,4,3,4,2,No,2270
449,54,Male,3,Technical Degree,1,Divorced,5,Y,3,8,22,1,4,Travel Rarely,Research & Development,2,1,Research Scientist,2,1,2,1441,94,23737,No,12,80,1,2,3,4,1,No,3537
46,33,Male,4,Life Sciences,4,Married,6,Y,3,13,2,1,11,Travel Rarely,Research & Development,2,2,Manufacturing Director,9,5,9,470,84,23687,No,13,80,1,1,3,2,3,No,5957
9,38,Male,3,Life Sciences,4,Married,1,Y,3,9,1,1,9,Non-Travel,Research & Development,3,2,Laboratory Technician,8,5,8,792,77,8989,Yes,15,80,1,4,3,4,2,No,6472
999,27,Male,1,Medical,2,Married,1,Y,2,10,8,1,10,Travel Rarely,Research & Development,2,2,Manufacturing Director,7,1,2,718,79,17689,Yes,15,80,1,4,3,3,2,No,5056
328,35,Male,2,Medical,2,Divorced,2,Y,3,13,9,1,3,Travel Rarely,Research & Development,2,2,Manufacturing Director,2,0,2,913,48,13934,Yes,11,80,1,2,3,3,2,No,8847
415,33,Male,5,Life Sciences,2,Married,1,Y,2,10,1,1,10,Travel Rarely,Research & Development,3,1,Research Scientist,9,8,8,1397,42,7660,No,12,80,1,4,3,4,4,No,2691
1404,42,Female,4,Medical,1,Married,3,Y,3,24,7,1,22,Travel Rarely,Research & Development,2,3,Healthcare Representative,6,5,17,477,42,2094,No,14,80,1,4,3,4,4,No,10248
204,23,Male,1,Medical,2,Divorced,1,Y,4,6,29,1,6,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,1,2,506,91,3622,No,13,80,3,1,3,2,2,No,3907
1397,23,Male,3,Medical,3,Married,1,Y,3,5,9,1,5,Travel Rarely,Research & Development,4,1,Research Scientist,3,0,4,581,62,17616,No,16,80,1,3,3,4,1,No,4401
967,30,Female,3,Marketing,2,Single,1,Y,3,9,8,1,9,Travel Frequently,Sales,3,3,Sales Executive,8,3,7,967,43,15589,No,14,80,0,4,3,4,2,No,8998
1464,31,Female,3,Life Sciences,4,Married,0,Y,3,4,7,1,3,Travel Frequently,Sales,3,2,Sales Executive,2,0,2,970,30,13401,No,17,80,1,2,3,3,3,No,4302
916,28,Male,2,Life Sciences,2,Single,1,Y,2,10,2,1,10,Travel Frequently,Sales,3,2,Sales Executive,7,0,9,442,44,20260,No,18,80,0,4,3,1,3,No,4554
1279,27,Male,1,Technical Degree,4,Married,1,Y,3,10,1,1,10,Non-Travel,Research & Development,3,2,Manufacturing Director,7,0,9,1496,41,26283,No,13,80,1,3,3,1,1,No,4319
501,44,Female,2,Medical,4,Married,4,Y,4,13,21,1,9,Travel Rarely,Research & Development,3,2,Healthcare Representative,7,3,7,261,66,10842,No,22,80,1,2,4,4,2,Yes,8926
10,18,Male,1,Medical,4,Single,1,Y,3,1,10,1,1,Travel Rarely,Research & Development,3,1,Research Scientist,0,1,1,1362,32,26999,Yes,11,80,0,3,3,4,5,Yes,1009
207,28,Male,5,Marketing,3,Divorced,7,Y,2,10,27,1,8,Travel Rarely,Sales,3,2,Sales Executive,7,7,7,501,99,25275,No,23,80,1,4,4,4,2,No,5304
44,50,Male,2,Technical Degree,4,Divorced,3,Y,3,18,6,1,10,Travel Rarely,Research & Development,3,2,Research Scientist,9,6,9,956,78,22087,Yes,12,80,2,1,3,2,3,No,5577
1051,40,Male,4,Other,1,Single,3,Y,3,14,2,1,1,Travel Rarely,Research & Development,2,2,Healthcare Representative,0,0,0,1332,98,17078,No,23,80,0,4,4,2,6,No,6781
1236,53,Male,2,Life Sciences,1,Married,3,Y,3,24,1,1,1,Travel Rarely,Sales,3,3,Sales Executive,0,1,0,111,70,18092,No,14,80,1,4,3,4,4,No,10239
1111,58,Female,3,Life Sciences,3,Single,5,Y,3,13,3,1,6,Travel Rarely,Sales,2,2,Sales Executive,1,0,5,326,48,16490,No,17,80,0,4,3,4,2,No,5171
198,59,Male,4,Medical,3,Divorced,3,Y,4,19,1,1,1,Travel Rarely,Research & Development,1,3,Healthcare Representative,0,0,0,370,92,20467,No,20,80,1,4,4,3,2,No,10883
725,46,Female,3,Life Sciences,3,Divorced,8,Y,3,28,4,1,22,Travel Rarely,Research & Development,2,3,Manufacturing Director,11,14,10,1001,92,19271,Yes,12,80,1,2,3,3,4,No,10333
35,56,Male,2,Life Sciences,3,Divorced,3,Y,1,12,24,1,5,Travel Rarely,Research & Development,4,3,Healthcare Representative,3,1,4,334,83,23402,Yes,16,80,1,4,3,2,2,No,9439
1048,33,Male,3,Medical,4,Married,9,Y,3,15,10,1,13,Travel Rarely,Sales,2,3,Sales Executive,12,6,0,737,55,21530,No,17,80,0,1,3,3,3,Yes,10306
1444,50,Male,2,Life Sciences,4,Married,2,Y,2,26,1,1,9,Travel Rarely,Research & Development,3,4,Manager,8,7,8,1053,70,13829,No,15,80,1,4,3,2,2,No,17099
698,32,Male,3,Marketing,1,Single,8,Y,2,9,19,1,5,Non-Travel,Sales,4,2,Sales Executive,2,0,4,1362,67,4652,Yes,13,80,0,4,3,2,3,Yes,5304
523,30,Female,4,Medical,3,Divorced,5,Y,3,9,15,1,5,Non-Travel,Research & Development,3,2,Healthcare Representative,1,1,2,1146,34,16542,No,18,80,1,4,3,2,6,No,6667
551,42,Male,2,Life Sciences,3,Married,1,Y,3,14,15,1,14,Travel Rarely,Research & Development,2,4,Research Director,10,6,11,1291,65,3525,No,24,80,1,3,4,1,3,No,17603
543,34,Male,3,Life Sciences,1,Married,0,Y,3,6,8,1,5,Travel Rarely,Human Resources,2,1,Human Resources,4,0,3,1278,77,8635,No,21,80,0,1,4,3,3,No,2342
928,28,Female,3,Technical Degree,4,Single,5,Y,3,8,3,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,2,0,4,1005,88,8556,Yes,11,80,0,1,3,3,5,Yes,2657
237,33,Male,4,Medical,2,Single,1,Y,3,10,9,1,10,Travel Rarely,Research & Development,3,2,Research Scientist,7,0,8,1395,48,18698,No,19,80,0,3,3,2,5,No,5098
83,34,Female,4,Life Sciences,3,Married,1,Y,3,4,1,1,4,Travel Rarely,Research & Development,1,1,Research Scientist,3,1,1,287,62,8952,No,12,80,1,4,3,4,5,No,2977
1013,34,Male,4,Technical Degree,3,Single,1,Y,1,6,8,1,5,Travel Rarely,Human Resources,3,1,Human Resources,4,1,4,528,100,7108,No,17,80,0,3,3,2,2,No,4323
683,20,Male,3,Life Sciences,4,Divorced,1,Y,2,4,5,1,4,Travel Rarely,Research & Development,4,1,Research Scientist,2,2,2,1136,60,12392,Yes,16,80,1,2,3,1,2,No,2328
151,22,Male,3,Life Sciences,3,Divorced,1,Y,3,3,7,1,3,Travel Rarely,Sales,3,1,Sales Representative,2,0,2,427,99,25103,Yes,21,80,1,4,4,2,2,Yes,2275
488,27,Female,3,Medical,2,Divorced,6,Y,3,5,1,1,3,Travel Rarely,Sales,2,1,Sales Representative,2,0,2,341,48,23522,Yes,19,80,3,3,3,3,3,Yes,2800
1203,25,Female,3,Human Resources,1,Married,1,Y,3,1,22,1,1,Travel Frequently,Human Resources,2,1,Human Resources,0,0,0,1337,58,19555,No,12,80,0,2,3,1,2,Yes,2863
333,35,Female,4,Marketing,3,Married,4,Y,2,11,16,1,3,Travel Rarely,Sales,2,2,Sales Executive,2,0,2,329,98,13494,No,13,80,2,1,3,1,3,No,5647
459,30,Male,4,Other,4,Married,8,Y,3,6,11,1,4,Non-Travel,Sales,4,2,Sales Executive,2,1,2,1474,60,23914,No,12,80,0,3,3,4,2,Yes,4707
121,26,Male,3,Medical,4,Single,2,Y,2,6,2,1,4,Travel Frequently,Research & Development,3,1,Research Scientist,2,1,2,591,87,6297,No,13,80,0,4,3,3,0,No,2580
329,44,Male,2,Life Sciences,1,Married,3,Y,2,8,10,1,2,Travel Rarely,Research & Development,3,1,Research Scientist,2,0,2,192,69,9655,No,21,80,2,4,4,4,3,No,2654
203,30,Female,4,Medical,4,Single,9,Y,3,10,29,1,8,Non-Travel,Research & Development,3,1,Laboratory Technician,7,7,7,1109,69,11135,No,12,80,0,3,3,2,2,No,4025
1100,24,Male,1,Medical,1,Single,7,Y,2,6,2,1,4,Travel Rarely,Research & Development,4,1,Research Scientist,3,0,1,180,65,21632,No,13,80,0,1,3,3,3,No,3424
781,31,Male,3,Medical,1,Single,4,Y,3,5,25,1,2,Travel Rarely,Research & Development,2,1,Research Scientist,2,2,2,1017,55,2993,Yes,20,80,0,2,4,2,0,Yes,2313
116,48,Male,4,Marketing,4,Married,7,Y,3,4,8,1,2,Travel Rarely,Sales,3,1,Sales Representative,2,2,2,316,54,9983,No,15,80,1,2,3,4,2,No,3875
390,28,Female,3,Technical Degree,3,Married,1,Y,3,3,20,1,3,Travel Frequently,Sales,3,1,Sales Representative,1,0,2,1404,84,18203,No,15,80,1,4,3,2,5,No,2157
464,36,Female,3,Medical,2,Divorced,7,Y,3,17,6,1,13,Non-Travel,Research & Development,1,2,Research Scientist,11,1,9,573,79,15717,Yes,12,80,3,4,3,4,3,No,5329
808,49,Female,3,Medical,4,Single,3,Y,3,21,3,1,7,Travel Rarely,Research & Development,3,4,Healthcare Representative,7,1,0,313,98,7192,No,18,80,0,2,3,3,6,No,13734
836,24,Male,3,Life Sciences,4,Married,0,Y,3,4,8,1,3,Travel Rarely,Sales,4,2,Sales Executive,2,1,2,810,57,15678,No,22,80,1,2,4,3,4,No,4851
377,39,Male,3,Life Sciences,4,Divorced,4,Y,2,21,10,1,7,Travel Frequently,Research & Development,2,4,Manager,6,7,7,857,91,12888,No,13,80,1,1,3,2,2,No,17181
158,28,Male,3,Life Sciences,4,Single,8,Y,4,10,1,1,3,Travel Frequently,Research & Development,4,2,Healthcare Representative,2,0,2,461,70,23060,Yes,12,80,0,3,3,4,5,No,6294
1081,41,Male,2,Other,4,Single,8,Y,3,24,9,1,1,Travel Rarely,Research & Development,2,5,Manager,0,0,1,1059,93,26362,No,22,80,0,4,4,4,2,No,19613
1341,38,Male,3,Life Sciences,3,Single,1,Y,3,9,2,1,9,Travel Rarely,Research & Development,3,2,Research Scientist,8,8,8,523,98,22455,No,13,80,0,4,3,3,4,No,4661
1003,37,Male,1,Medical,3,Single,7,Y,3,9,10,1,4,Travel Rarely,Research & Development,3,3,Research Director,3,2,2,1253,65,7914,No,21,80,0,3,4,3,3,No,13464
1015,33,Male,4,Life Sciences,3,Single,1,Y,3,9,4,1,9,Travel Frequently,Research & Development,3,2,Research Scientist,6,1,1,482,87,2690,Yes,11,80,0,3,3,2,3,No,4249
1242,29,Female,3,Technical Degree,4,Divorced,5,Y,3,8,5,1,3,Travel Rarely,Research & Development,3,1,Research Scientist,2,2,2,201,84,10415,No,14,80,1,1,3,4,3,No,3204
1299,48,Male,4,Life Sciences,2,Divorced,7,Y,3,12,1,1,6,Travel Frequently,Sales,3,2,Sales Executive,3,0,1,878,94,14255,No,12,80,2,3,3,4,3,Yes,6728
1239,44,Male,3,Medical,3,Single,5,Y,2,9,29,1,6,Travel Rarely,Research & Development,3,1,Research Scientist,5,0,3,1316,83,9752,No,13,80,0,4,3,2,2,No,3452
1147,22,Male,2,Technical Degree,3,Divorced,0,Y,3,2,21,1,1,Travel Rarely,Research & Development,2,1,Laboratory Technician,1,0,0,350,57,10036,No,14,80,3,1,3,2,3,No,2296
275,49,Male,5,Medical,3,Single,1,Y,3,32,22,1,32,Travel Frequently,Research & Development,1,4,Research Director,6,13,9,333,88,24450,Yes,13,80,0,4,3,4,2,No,14411
609,41,Male,4,Marketing,2,Divorced,3,Y,3,14,12,1,0,Travel Rarely,Sales,3,2,Sales Executive,0,0,0,419,77,2900,Yes,12,80,2,4,3,3,4,No,5087
1123,41,Female,4,Life Sciences,3,Married,1,Y,3,10,2,1,10,Travel Rarely,Research & Development,3,2,Healthcare Representative,2,2,2,622,81,5718,No,13,80,2,4,3,2,4,No,4089
236,56,Male,4,Life Sciences,1,Married,2,Y,3,23,15,1,2,Travel Frequently,Research & Development,3,4,Research Director,2,2,2,1216,87,21624,Yes,14,80,0,3,3,2,3,No,15787
1387,47,Male,3,Life Sciences,4,Single,1,Y,3,11,4,1,10,Travel Rarely,Research & Development,3,3,Manufacturing Director,9,0,8,855,54,18706,No,11,80,0,4,3,3,2,No,7898
434,40,Male,4,Human Resources,2,Divorced,3,Y,2,23,10,1,21,Travel Rarely,Human Resources,2,5,Manager,6,12,6,427,73,8861,No,15,80,3,4,3,2,2,No,19141
187,40,Male,3,Human Resources,3,Married,6,Y,3,10,4,1,3,Non-Travel,Human Resources,1,2,Human Resources,2,1,2,552,60,20794,No,19,80,1,2,3,2,4,No,6430
393,23,Female,2,Other,1,Divorced,0,Y,2,6,8,1,5,Travel Rarely,Sales,3,2,Sales Executive,3,0,4,1382,85,13684,Yes,22,80,1,3,4,2,3,No,4907
1462,27,Male,3,Technical Degree,3,Single,0,Y,2,7,1,1,6,Travel Rarely,Research & Development,3,1,Research Scientist,2,1,5,992,85,19757,No,14,80,0,3,3,4,1,Yes,2058
1255,38,Male,4,Life Sciences,4,Married,5,Y,3,20,5,1,18,Travel Frequently,Sales,2,3,Sales Executive,13,1,12,580,48,23772,Yes,21,80,1,1,4,3,2,No,10475
1049,49,Male,4,Life Sciences,2,Married,0,Y,3,28,29,1,27,Travel Rarely,Research & Development,2,4,Manager,10,15,7,1099,88,9314,No,15,80,1,3,3,2,2,No,17046
345,34,Female,5,Medical,4,Single,4,Y,3,7,1,1,1,Non-Travel,Sales,3,2,Sales Executive,0,0,0,845,45,15276,No,15,80,0,4,3,2,6,No,6653
572,35,Female,2,Medical,3,Divorced,7,Y,3,9,25,1,6,Travel Rarely,Research & Development,2,2,Healthcare Representative,2,1,3,367,52,17171,No,13,80,2,4,3,3,2,No,5731
610,34,Male,2,Other,3,Divorced,1,Y,3,1,4,1,1,Travel Rarely,Research & Development,3,1,Laboratory Technician,0,0,0,464,75,10910,No,12,80,1,4,3,3,3,No,1951
371,42,Male,3,Medical,1,Single,2,Y,3,9,24,1,5,Non-Travel,Research & Development,1,1,Laboratory Technician,2,1,4,381,49,2104,No,14,80,0,3,3,3,5,No,3708
1342,25,Female,3,Life Sciences,3,Married,1,Y,3,3,6,1,3,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,0,2,991,71,17759,Yes,13,80,1,4,3,3,2,No,2659
1038,34,Female,4,Life Sciences,2,Married,4,Y,3,9,5,1,3,Travel Rarely,Research & Development,3,3,Healthcare Representative,2,0,2,711,42,22792,No,12,80,2,1,3,3,6,No,8008
959,34,Male,2,Marketing,3,Married,2,Y,1,12,17,1,4,Travel Rarely,Sales,2,2,Sales Executive,2,1,3,335,33,16822,No,16,80,2,2,3,3,1,No,5507
291,34,Female,4,Life Sciences,4,Single,3,Y,3,7,1,1,2,Travel Rarely,Research & Development,4,1,Research Scientist,2,2,2,1258,40,13301,No,13,80,0,3,3,3,0,No,2506
775,41,Female,4,Life Sciences,3,Single,0,Y,3,9,10,1,8,Travel Frequently,Research & Development,3,1,Laboratory Technician,7,1,7,185,33,10675,No,19,80,0,4,3,1,5,No,2455
509,18,Female,3,Life Sciences,4,Single,1,Y,4,1,1,1,1,Travel Rarely,Research & Development,2,1,Research Scientist,0,0,0,959,83,11757,No,13,80,0,2,3,4,0,No,2836
21,42,Female,3,Medical,2,Divorced,0,Y,2,23,7,1,22,Travel Rarely,Research & Development,3,5,Research Director,7,1,10,1313,31,3549,Yes,14,80,1,4,3,4,4,No,19049
685,28,Female,3,Technical Degree,1,Single,5,Y,1,7,13,1,5,Travel Frequently,Sales,3,2,Sales Executive,3,0,0,115,51,17485,No,11,80,0,2,3,1,4,Yes,5765
901,21,Male,1,Technical Degree,3,Single,5,Y,3,4,4,1,2,Travel Frequently,Research & Development,2,1,Laboratory Technician,2,1,2,1368,99,9129,No,16,80,0,3,3,3,3,Yes,3894
535,27,Male,2,Marketing,4,Divorced,2,Y,3,10,20,1,3,Travel Rarely,Sales,3,2,Sales Executive,2,0,2,1247,45,10732,No,14,80,1,4,3,4,2,No,6931
1394,50,Female,1,Marketing,1,Married,1,Y,3,33,2,1,32,Travel Rarely,Sales,1,5,Manager,14,6,9,266,57,25846,No,15,80,1,4,3,4,3,Yes,19845
314,43,Female,3,Medical,1,Married,4,Y,2,7,7,1,3,Travel Rarely,Research & Development,3,1,Research Scientist,2,0,2,1457,83,20100,Yes,19,80,1,3,3,3,2,No,4477
638,41,Male,4,Marketing,2,Single,7,Y,4,9,4,1,6,Travel Rarely,Sales,3,2,Sales Executive,4,1,5,647,45,2253,No,13,80,0,1,3,4,3,No,5155
920,17,Female,3,Medical,2,Single,1,N,1,0,14,1,0,Non-Travel,Research & Development,3,1,Research Scientist,0,0,0,1431,33,8018,No,16,80,0,3,3,3,4,No,1514
173,39,Male,4,Life Sciences,4,Single,1,Y,3,22,2,1,22,Travel Rarely,Sales,3,4,Manager,10,0,4,334,88,15896,No,19,80,0,2,3,2,2,No,16015
749,24,Male,3,Technical Degree,4,Single,6,Y,2,6,8,1,4,Travel Rarely,Sales,2,2,Sales Executive,3,1,2,1146,38,3064,No,17,80,0,1,3,3,2,Yes,5326
495,25,Female,3,Medical,3,Married,8,Y,3,5,11,1,1,Travel Rarely,Sales,4,1,Sales Representative,0,0,0,1291,98,6527,No,14,80,1,4,3,2,4,No,2534
468,35,Male,2,Medical,2,Married,1,Y,3,10,2,1,10,Travel Rarely,Sales,2,3,Sales Executive,9,9,0,164,61,3809,No,13,80,2,3,3,2,2,No,7596
466,26,Male,2,Medical,3,Single,7,Y,2,8,2,1,0,Travel Frequently,Research & Development,2,1,Laboratory Technician,0,0,0,289,38,5355,No,11,80,0,1,3,3,2,Yes,2561
284,34,Female,3,Life Sciences,1,Married,9,Y,3,10,8,1,8,Non-Travel,Research & Development,4,3,Research Director,7,0,5,427,63,20335,No,14,80,1,1,3,1,2,No,11713
997,32,Female,3,Medical,3,Single,2,Y,3,14,5,1,11,Travel Rarely,Research & Development,2,3,Manager,10,5,8,1354,45,5615,No,12,80,0,1,3,4,6,No,11631
38,40,Male,3,Life Sciences,1,Divorced,4,Y,3,13,14,1,9,Travel Rarely,Research & Development,3,1,Research Scientist,8,1,8,465,56,4609,No,12,80,1,3,3,1,2,No,2451
812,38,Female,4,Life Sciences,4,Married,4,Y,4,17,4,1,15,Travel Rarely,Sales,2,2,Sales Executive,11,5,9,1329,47,14590,No,14,80,1,3,3,3,1,No,5902
800,34,Female,4,Life Sciences,4,Divorced,1,Y,2,10,25,1,10,Travel Frequently,Research & Development,3,1,Research Scientist,2,7,8,130,96,16612,Yes,19,80,1,2,3,1,3,Yes,2022
1253,34,Male,4,Life Sciences,3,Married,4,Y,3,4,18,1,1,Travel Frequently,Research & Development,4,1,Laboratory Technician,0,0,0,566,81,7122,No,18,80,2,4,3,4,2,No,3688
271,47,Female,3,Technical Degree,3,Married,2,Y,3,7,1,1,4,Travel Rarely,Research & Development,3,1,Research Scientist,2,0,2,1418,36,10554,No,16,80,1,1,3,2,2,No,3580
891,54,Male,4,Life Sciences,4,Single,6,Y,3,36,8,1,7,Travel Rarely,Human Resources,3,5,Manager,3,7,7,206,99,4022,No,14,80,0,2,3,1,4,No,19717
868,33,Female,1,Medical,4,Married,3,Y,2,9,3,1,4,Travel Rarely,Sales,2,2,Sales Executive,2,0,1,735,75,16495,Yes,12,80,0,4,3,3,3,No,8103
512,33,Male,3,Medical,2,Married,2,Y,4,6,8,1,4,Travel Rarely,Research & Development,4,2,Laboratory Technician,3,1,2,628,82,10228,No,12,80,0,3,3,1,3,No,4404
1062,25,Male,1,Technical Degree,3,Single,0,Y,3,7,3,1,6,Travel Frequently,Research & Development,3,1,Research Scientist,4,0,4,575,73,6582,No,22,80,0,1,4,3,2,Yes,3102
1208,29,Female,1,Life Sciences,3,Married,1,Y,3,4,1,1,4,Travel Frequently,Research & Development,3,2,Manufacturing Director,3,0,3,853,96,11275,No,12,80,1,1,3,3,1,No,4148
123,27,Female,1,Life Sciences,2,Married,0,Y,2,6,15,1,5,Travel Rarely,Research & Development,1,1,Research Scientist,4,1,3,942,69,26933,Yes,18,80,1,4,3,1,2,No,2168
894,55,Male,4,Life Sciences,3,Divorced,1,Y,2,13,1,1,13,Non-Travel,Research & Development,3,2,Healthcare Representative,12,1,9,667,57,26236,No,21,80,1,3,4,1,2,No,6306
1284,27,Female,1,Medical,1,Divorced,6,Y,3,8,7,1,4,Travel Rarely,Research & Development,2,1,Laboratory Technician,3,0,3,1086,62,6054,No,14,80,3,4,3,3,5,No,2532
827,36,Male,3,Human Resources,1,Divorced,5,Y,3,13,2,1,11,Non-Travel,Human Resources,3,1,Human Resources,10,3,8,1336,100,7129,No,13,80,3,2,3,4,3,No,2592
767,31,Male,3,Life Sciences,4,Divorced,0,Y,3,4,1,1,3,Non-Travel,Research & Development,3,1,Laboratory Technician,0,0,2,300,61,9148,No,12,80,1,4,3,2,2,No,2314
294,34,Male,3,Medical,3,Married,6,Y,2,17,27,1,7,Travel Rarely,Research & Development,3,2,Healthcare Representative,7,7,7,1299,94,16577,No,13,80,2,3,3,2,3,No,5237
145,40,Female,2,Life Sciences,4,Married,9,Y,3,8,1,1,4,Travel Rarely,Research & Development,2,2,Manufacturing Director,3,0,2,932,43,4051,Yes,13,80,1,4,3,4,4,No,6062
1188,36,Male,2,Life Sciences,4,Married,3,Y,3,13,2,1,8,Non-Travel,Sales,2,2,Sales Executive,7,7,5,1327,39,19682,No,18,80,1,4,3,4,0,No,5249
373,24,Female,1,Medical,1,Divorced,1,Y,3,5,1,1,5,Travel Frequently,Research & Development,2,1,Research Scientist,3,1,3,921,66,25265,No,13,80,2,3,3,3,5,No,2007
1157,43,Male,3,Life Sciences,2,Divorced,8,Y,1,20,9,1,17,Travel Rarely,Research & Development,3,2,Laboratory Technician,9,0,15,194,60,10901,No,18,80,1,2,3,3,2,No,2348
636,34,Male,4,Life Sciences,1,Married,6,Y,2,10,26,1,3,Travel Rarely,Research & Development,3,2,Healthcare Representative,2,0,2,1351,80,7419,No,14,80,2,3,3,2,2,No,5347
1078,26,Male,3,Technical Degree,1,Married,3,Y,4,5,1,1,3,Travel Frequently,Sales,3,1,Sales Representative,2,1,2,1496,92,15747,No,15,80,1,3,3,4,3,Yes,2909
387,43,Female,2,Technical Degree,4,Single,1,Y,3,21,28,1,21,Travel Rarely,Research & Development,2,4,Research Director,6,8,6,1005,48,17119,No,11,80,0,2,3,3,2,No,16704
1183,33,Female,4,Medical,3,Single,1,Y,3,6,2,1,6,Travel Rarely,Research & Development,2,1,Research Scientist,5,1,3,121,86,7530,No,11,80,0,1,3,3,3,No,4381
186,34,Female,4,Life Sciences,2,Married,9,Y,4,6,5,1,1,Travel Rarely,Research & Development,2,1,Research Scientist,1,0,0,852,82,13072,Yes,14,80,1,1,3,4,3,No,3419
872,32,Male,4,Medical,4,Married,0,Y,3,6,2,1,5,Travel Rarely,Research & Development,4,1,Research Scientist,0,1,2,181,97,5586,Yes,14,80,3,4,3,1,3,No,2932
673,49,Female,5,Life Sciences,4,Divorced,5,Y,3,19,17,1,14,Travel Rarely,Research & Development,2,3,Research Director,11,1,11,813,50,21981,No,15,80,3,1,3,3,3,No,13269
45,21,Male,2,Life Sciences,4,Single,0,Y,4,4,1,1,3,Travel Rarely,Research & Development,3,1,Research Scientist,2,1,2,581,63,17624,No,12,80,0,3,3,4,2,No,3375
407,22,Male,2,Other,4,Single,1,Y,4,5,12,1,5,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,1,4,571,78,13672,No,13,80,0,4,3,3,6,No,2647
1140,46,Female,3,Medical,3,Married,3,Y,2,11,14,1,5,Travel Rarely,Sales,3,2,Sales Executive,4,1,2,571,78,24200,Yes,17,80,1,3,3,3,4,No,4591
1170,31,Female,3,Life Sciences,2,Single,0,Y,3,6,1,1,5,Travel Rarely,Research & Development,2,2,Healthcare Representative,0,1,4,1069,42,12291,No,14,80,0,4,3,1,3,No,6949
406,34,Male,2,Medical,1,Divorced,6,Y,2,7,15,1,2,Travel Rarely,Sales,1,2,Sales Executive,2,2,2,763,59,22098,Yes,14,80,2,4,3,4,2,Yes,5440
131,48,Male,1,Medical,4,Married,1,Y,3,20,28,1,20,Travel Rarely,Research & Development,4,1,Laboratory Technician,8,3,8,1207,74,3297,Yes,11,80,3,3,3,3,3,No,3221
1433,17,Female,1,Medical,2,Single,1,N,3,1,3,1,1,Travel Rarely,Research & Development,3,1,Laboratory Technician,0,0,0,1181,79,16102,No,14,80,0,2,3,4,3,No,1483
